60.0%
     1.000000    0.000000
     0.993350    0.002004
     0.981665    0.005426
     0.968495    0.009117
     0.954429    0.012939
     0.939951    0.016855
     0.925339    0.020771
     0.910665    0.024651
     0.895932    0.028525
     0.881206    0.032365
     0.866446    0.036177
     0.851690    0.039966
     0.836937    0.043715
     0.822197    0.047426
     0.807464    0.051085
     0.792725    0.054698
     0.778002    0.058255
     0.763288    0.061752
     0.748628    0.065160
     0.733941    0.068484
     0.719290    0.071714
     0.704638    0.074836
     0.689979    0.077853
     0.675334    0.080756
     0.660678    0.083527
     0.645994    0.086192
     0.631325    0.088724
     0.616617    0.091133
     0.601929    0.093409
     0.587193    0.095553
     0.572453    0.097573
     0.557691    0.099457
     0.542920    0.101221
     0.528148    0.102839
     0.513356    0.104327
     0.498531    0.105686
     0.483738    0.106912
     0.468918    0.107994
     0.454104    0.108944
     0.439296    0.109747
     0.424494    0.110407
     0.409698    0.110914
     0.394913    0.111270
     0.380150    0.111470
     0.365425    0.111502
     0.350720    0.111354
     0.336022    0.111029
     0.321353    0.110525
     0.306714    0.109832
     0.292098    0.108947
     0.277511    0.107873
     0.262986    0.106597
     0.248503    0.105112
     0.234089    0.103411
     0.219711    0.101480
     0.205429    0.099334
     0.191215    0.096939
     0.177112    0.094311
     0.163141    0.091416
     0.149285    0.088248
     0.135594    0.084804
     0.122104    0.081070
     0.108870    0.077027
     0.095916    0.072660
     0.083343    0.067949
     0.071191    0.062896
     0.059618    0.057507
     0.048763    0.051829
     0.038859    0.045980
     0.030181    0.040173
     0.022925    0.034630
     0.017110    0.029565
     0.012596    0.025053
     0.009153    0.021063
     0.006532    0.017534
     0.004563    0.014386
     0.003094    0.011561
     0.002004    0.009014
     0.001181    0.006721
     0.000595    0.004639
     0.000243    0.002729
     0.000032    0.000983
     0.000061   -0.000650
     0.000321   -0.002384
     0.000944   -0.004166
     0.002076   -0.005901
     0.003600   -0.007628
     0.005511   -0.009382
     0.007849   -0.011183
     0.010763   -0.012955
     0.014372   -0.014728
     0.018868   -0.016518
     0.024530   -0.018339
     0.031690   -0.020231
     0.040608   -0.022138
     0.051313   -0.023957
     0.063473   -0.025578
     0.076659   -0.026915
     0.090480   -0.027969
     0.104696   -0.028769
     0.119193   -0.029337
     0.133874   -0.029740
     0.148633   -0.029979
     0.163502   -0.030070
     0.178440   -0.030051
     0.193390   -0.029918
     0.208414   -0.029679
     0.223470   -0.029356
     0.238569   -0.028966
     0.253666   -0.028497
     0.268836   -0.027974
     0.283995   -0.027403
     0.299199   -0.026782
     0.314421   -0.026135
     0.329643   -0.025450
     0.344904   -0.024740
     0.360168   -0.024017
     0.375404   -0.023276
     0.390632   -0.022507
     0.405869   -0.021738
     0.421108   -0.020945
     0.436364   -0.020131
     0.451613   -0.019312
     0.466798   -0.018487
     0.481972   -0.017628
     0.497190   -0.016780
     0.512427   -0.015915
     0.527676   -0.015039
     0.542960   -0.014174
     0.558266   -0.013308
     0.573571   -0.012444
     0.588865   -0.011583
     0.604123   -0.010739
     0.619400   -0.009917
     0.634689   -0.009098
     0.649950   -0.008292
     0.665204   -0.007510
     0.680465   -0.006734
     0.695715   -0.005967
     0.710970   -0.005221
     0.726210   -0.004492
     0.741406   -0.003800
     0.756616   -0.003121
     0.771803   -0.002460
     0.786978   -0.001850
     0.802175   -0.001282
     0.817367   -0.000749
     0.832533   -0.000261
     0.847694    0.000171
     0.862840    0.000559
     0.877938    0.000878
     0.893055    0.001127
     0.908115    0.001317
     0.923135    0.001416
     0.938070    0.001437
     0.952781    0.001349
     0.967118    0.001100
     0.980830    0.000709
     0.993060    0.000293
     1.000000    0.000000
