46.67%
     1.000000    0.000000
     0.993642    0.001980
     0.982423    0.005306
     0.969567    0.008885
     0.955612    0.012633
     0.941061    0.016558
     0.926263    0.020533
     0.911399    0.024488
     0.896476    0.028453
     0.881530    0.032410
     0.866553    0.036349
     0.851567    0.040284
     0.836587    0.044196
     0.821623    0.048079
     0.806678    0.051919
     0.791735    0.055719
     0.776821    0.059467
     0.761927    0.063161
     0.747116    0.066759
     0.732284    0.070273
     0.717508    0.073685
     0.702746    0.076979
     0.687984    0.080158
     0.673249    0.083208
     0.658497    0.086118
     0.643728    0.088906
     0.628960    0.091550
     0.614167    0.094064
     0.599394    0.096422
     0.584560    0.098643
     0.569730    0.100724
     0.554863    0.102660
     0.539998    0.104462
     0.525123    0.106109
     0.510224    0.107610
     0.495289    0.108981
     0.480396    0.110199
     0.465467    0.111265
     0.450548    0.112189
     0.435636    0.112956
     0.420732    0.113568
     0.405837    0.114018
     0.390957    0.114308
     0.376111    0.114431
     0.361306    0.114370
     0.346515    0.114125
     0.331750    0.113691
     0.317004    0.113067
     0.302298    0.112248
     0.287619    0.111229
     0.272986    0.110012
     0.258421    0.108582
     0.243902    0.106933
     0.229463    0.105062
     0.215070    0.102959
     0.200790    0.100623
     0.186581    0.098039
     0.172512    0.095215
     0.158579    0.092119
     0.144793    0.088752
     0.131196    0.085105
     0.117837    0.081175
     0.104768    0.076938
     0.092046    0.072399
     0.079742    0.067520
     0.067937    0.062338
     0.056775    0.056859
     0.046404    0.051156
     0.037041    0.045370
     0.028925    0.039719
     0.022173    0.034388
     0.016742    0.029537
     0.012484    0.025200
     0.009186    0.021338
     0.006639    0.017886
     0.004692    0.014783
     0.003209    0.011978
     0.002098    0.009427
     0.001261    0.007111
     0.000653    0.004994
     0.000272    0.003047
     0.000053    0.001250
     0.000027   -0.000411
     0.000247   -0.002139
     0.000763   -0.003930
     0.001761   -0.005686
     0.003147   -0.007421
     0.004901   -0.009155
     0.007035   -0.010921
     0.009652   -0.012664
     0.012854   -0.014387
     0.016774   -0.016101
     0.021619   -0.017813
     0.027677   -0.019562
     0.035239   -0.021377
     0.044519   -0.023179
     0.055480   -0.024876
     0.067796   -0.026336
     0.081084   -0.027532
     0.095008   -0.028446
     0.109340   -0.029110
     0.124003   -0.029569
     0.138823   -0.029868
     0.153747   -0.030000
     0.168794   -0.029997
     0.183888   -0.029883
     0.199026   -0.029648
     0.214238   -0.029318
     0.229503   -0.028904
     0.244779   -0.028423
     0.260117   -0.027862
     0.275494   -0.027260
     0.290890   -0.026605
     0.306340   -0.025915
     0.321790   -0.025199
     0.337269   -0.024452
     0.352781   -0.023692
     0.368271   -0.022926
     0.383731   -0.022137
     0.399195   -0.021342
     0.414663   -0.020536
     0.430157   -0.019711
     0.445641   -0.018878
     0.461076   -0.018047
     0.476465   -0.017185
     0.491898   -0.016325
     0.507364   -0.015459
     0.522837   -0.014578
     0.538339   -0.013709
     0.553874   -0.012843
     0.569408   -0.011981
     0.584934   -0.011122
     0.600415   -0.010276
     0.615899   -0.009460
     0.631408   -0.008652
     0.646897   -0.007847
     0.662367   -0.007067
     0.677844   -0.006300
     0.693324   -0.005534
     0.708802   -0.004787
     0.724269   -0.004058
     0.739683   -0.003365
     0.755109   -0.002688
     0.770511   -0.002026
     0.785890   -0.001413
     0.801286   -0.000847
     0.816674   -0.000321
     0.832032    0.000155
     0.847385    0.000573
     0.862718    0.000941
     0.877991    0.001237
     0.893272    0.001456
     0.908487    0.001605
     0.923658    0.001656
     0.938717    0.001629
     0.953479    0.001484
     0.967776    0.001163
     0.981356    0.000711
     0.993306    0.000279
     1.000000    0.000000
